ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2389,DEI- DRACO - PORTO VELHO,DRACO,SEVIC,22294,710173,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
2390,DEI- DRACO - PORTO VELHO,NOE,,15341,710358,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                   65,00"
2391,DEI- DRACO - PORTO VELHO,"LABORATÓRIO CONTRA
LAVAGEM DE DINHEIRO",,51578,711725,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA MEDIA COM BRACO/FLEXFORM/
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2392,DERCCMA - PORTO VELHO,SEVIC,,17248,696290,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"POLTRONA FLEXFORM GIRATÓRIA EM TECIDO NA COR AZUL,
ESPALDAR BAIXO.
Dt. aquisição: 31/01/2009.",BOM,"R$                                 221,00"
2393,DERCCMA - PORTO VELHO,ADMINISTRAÇÃO,,25344,696800,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"COR AZUL, COM BRAÇOS.
Dt. aquisição: 01/10/2009.",BOM,"R$                                 221,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2394,DEI- DRACO - PORTO VELHO,CARTÓRIO,,24824,693272,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA DIGITADOR FLEXFORM AUTO REGULÁVEL,
C/BRACOS COR AZUL
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2395,DENARC - PORTO VELHO,OFICINA,,1012,707075,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA METALFRIZZO TIPO
SECRETARIA EM TECIDO NA COR AZUL
Dt. aquisição: 07/03/2005",REGULAR,"R$                                 119,00"
2396,DEI- DRACO - PORTO VELHO,GABINETE II,,8718,704276,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA VANDAFLEX SECRETARIA EM
POLIESTER NA COR PRETA
Dt. aquisição: 10/12/2007",BOM,"R$                                 169,00"
2397,DENARC - PORTO VELHO,1a DRE,NÚCLEO DE INTELIGÊNCIA,25062,707697,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA AUTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2398,DENARC - PORTO VELHO,CARTÓRIO 2a DRE,,12667,707704,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
2399,DENARC - PORTO VELHO,DELEGADO DRE,,12993,707335,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA MOD. 7103
Dt. aquisição: 01/11/1990",BOM,"R$                                 221,00"
2400,DEI- DRACO - PORTO VELHO,DELEGADO TITULAR,,6791,700005,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA PARA CHEFIA VANDA PRESIDENTE FLEX
REVESTIDA EM TECIDO NA COR AZUL
Dt. aquisição: 18/09/2007",BOM,"R$                                 169,00"
2401,DENARC - PORTO VELHO,1a DRE,CARTÓRIO I,16003,707405,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA FLEXIBASE TIPO DIGITADOR EM
COURVIN NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
2402,DERCCMA - PORTO VELHO,SEVIC,,29054,696554,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA NOBRE PRESIDENTE, ESPALDAR ALTO,
REGULÁVEL, COM BRACOS, COR AZUL.
Dt. aquisição: 27/07/2010.
Convenio: CONVENIO 465/2008-SENASP/MJ.",BOM,"R$                                 246,50"
2403,DENARC - PORTO VELHO,CARTÓRIO 2a DRE,,25061,707674,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA AUTO
REGULÁVEL NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2404,DEI- DRACO - PORTO VELHO,DRACO,,25345,703718,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIADt. aquisição:01/10/2009 FLEXFORM
PRESIDENTE ESPALDAR ALTO,COR AZUL,C/B RACOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2405,DEI- DRACO - PORTO VELHO,CARTÓRIO,,22296,695257,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 221,00"
2406,DENARC - PORTO VELHO,1a DRE,CARTÓRIO I,15972,707416,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA GIRATÓRIA FLEXIBASE TIPO DIGITADOR EM
COURVIN NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
2407,DEI- DRACO - PORTO VELHO,COORDENAÇÃO NI,,24868,695779,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM DIGITADOR AUTO REGULÁVEL,
COR AZUL, C/BRACOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2408,DEI- DRACO - PORTO VELHO,DRACO,SEVIC,15948,707898,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA ESTOFADA FLEXIBASE GIRATÓRIA DIGITADOR EM
COURVIM NA COR AZUL C/ BRACOS
Dt. aquisição: 01/09/2008",BOM,"R$                                 221,00"
2409,DENARC - PORTO VELHO,GABINETE,DIRETOR,24593,707682,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO DIGITADOR AUTO
REGULÁVEL  NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2410,DENARC - PORTO VELHO,1a DRE,CARTÓRIO I,24887,707687,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM DIGITADOR AUTO REGULÁVEL
NA COR AZUL C/BRACOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2411,DENARC - PORTO VELHO,1a DRE,CARTÓRIO I,25091,707720,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM TIPO SECRETARIA ALTO
REGULÁVEL  NA COR AZUL C/ BRAÇOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2412,DEI- DRACO - PORTO VELHO,COORDENAÇÃO NI,,24869,695790,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM DIGITADOR AUTO REGULÁVEL,
COR AZUL, C/BRACOS
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2413,DEI- DRACO - PORTO VELHO,"NÚCLEO DE ANALISE DE
SINAIS",,24772,712170,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA DIGITADOR FLEXFORM AUTO REGULÁVEL,
C/BRACOS COR AZUL
Dt. aquisição: 01/10/2009",BOM,"R$                                 221,00"
2414,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 02,,,743653,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                                 297,50"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2415,DEDT - DELEGACIA - PORTO VELHO,DEPÓSITO 02,,,743638,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2416,DEDT - DELEGACIA - PORTO VELHO,DELEGADO ADJUNTO,,,745381,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                                 297,50"
2417,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",COMISSARIADO,,,745677,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2418,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",CARTÓRIO,,,744911,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2419,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",CARTÓRIO,,,745660,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2420,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 01,,,743695,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                                 297,50"
2421,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,,743698,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2422,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,,743701,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2423,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,,745386,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2424,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 02,,,745390,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2425,DEDT - DELEGACIA - PORTO VELHO,CARTÓRIO 01,,,745398,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2426,DEDT - DELEGACIA - PORTO VELHO,COMISSARIADO,,,745397,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2427,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",CARTÓRIO,,,744938,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2428,"2a DELEGACIA DE POLÍCIA CIVIL -
PORTO VELHO",SEVIC,,,745678,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                                 297,50"
2429,DEDT - DELEGACIA - PORTO VELHO,DELEGADO ADJUNTO,,,745393,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA FLEXFORM SECRETÁRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2430,DEDT - DELEGACIA - PORTO VELHO,DELEGADO ADJUNTO,,,743641,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"CADEIRA GIRATÓRIA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",REGULAR,"R$                                 297,50"
2431,"SÃO FRANCISCO - DELEGACIA DE
POLÍCIA CIVIL",CARTÓRIO,,45586,772416,,CADEIRA DE ESCRITÓRIO ( GIRATÓRIA ),1.2.3.1.1.03.03,"""CADEIRA GIRATÓRIA FLEX FORM
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 399,50"
2432,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",AUDITÓRIO,,35199,629594,,CAIXA DE SOM/ACÚSTICA,1.2.3.1.1.04.05,"CAIXA ACUSTICA/POTENCIA
300W,AMPLIFICADA,ENT.USB/FRAHM/PROFISSIONAL
Dt. aquisição: 27/03/2011",BOM,"R$                                 520,00"
2433,"ACADEMIA DE POLÍCIA CIVIL -
ACADEPOL",AUDITÓRIO,,35200,629560,26304,CAIXA DE SOM/ACÚSTICA,1.2.3.1.1.04.05,"CAIXA ACÚSTICA POTENCIA
300W,AMPLIFICADA,ENT.USB/FRAHM
Dt. aquisição: 27/03/2011",BOM,"R$                                 520,00"
2434,DÉCIMA DELEGACIA - NOVA MUTUM,DEPÓSITO 02,,,561910,,CAMA/BELICHE,1.2.3.1.1.03.03,BELICHE EM MADEIRA,BOM,"R$                                455,00"
2435,DÉCIMA DELEGACIA - NOVA MUTUM,CASA PC,,62044,569875,,CAMA/BELICHE,1.2.3.1.1.03.03,"CAMA BOX DE SOLTEIRO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                169,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2436,DÉCIMA DELEGACIA - NOVA MUTUM,CASA PC,,62045,569923,,CAMA/BELICHE,1.2.3.1.1.03.03,"CAMA BOX DE SOLTEIRO
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                305,50"
2437,"ROLIM DE MOURA - DELEGACIA
REGIONAL DE POLÍCIA CIVIL",ALOJAMENTO,,58304,562504,,CAMA/BELICHE,1.2.3.1.1.03.03,"BELICHE EM AÇO COM COLCHÃO D33 FENIX.
Dt. aquisição: 28/12/2016.
Convenio: SESDEC.",BOM,"R$                              1 .137,50"
2438,DÉCIMA DELEGACIA - NOVA MUTUM,DEPÓSITO 02,,61957,627802,,CAMA/BELICHE,1.2.3.1.1.03.03,"BELICHE EM MADEIRA
NÃO HÁ MAIS ESPECIFICAÇÕES DO OBJETO NO SGA E NA
PLANILHA.",BOM,"R$                                 822,50"
2439,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",DELEGADO REGIONAL,,48183,314496,2RB39531,CÂMERA FILMADORA/MICROFILMADORA/ ACESSÓRIOS,1.2.3.1.1.04.05,"CAMERA DIGITAL JX580 16.1 MP, 5X DE ZOOM ÓPTICO, FILMA EM
HD, FOTO PANORÂMICA, CARTÃO 4GB
Dt. aquisição: 06/09/2013
Convenio: CONVENIO N.o773036/2012 - SENASP/MJ",BOM,"R$                                 171,00"
2440,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",CARTÓRIO,,48179,313885,2RB39538,CÂMERA FILMADORA/MICROFILMADORA/ ACESSÓRIOS,1.2.3.1.1.04.05,"CÂMERA DIGITAL FUJI FINEPIX JX580 16.1 MP C/ 5X DE ZOOM
ÓPTICO, FILMA EM HD, FOTO PANORÂMICA, CARTÃO 4GB
Dt. aquisição: 06/09/2013
Convenio: CONVENIO N.Âo773036/2012 - SENASP/MJ",BOM,"R$                                 157,50"
2441,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",DELEGADO REGIONAL,,47437,314528,8872408,CÂMERA FILMADORA/MICROFILMADORA/ ACESSÓRIOS,1.2.3.1.1.04.05,"CAMERA DIGITAL 4XZOOM 14,1 MP PAN MEMO 4GBS SONY DSC
W610S
Dt. aquisição: 20/06/2013
Convenio: CONVENIO N.o 761513/2011-SENASP/MJ",BOM,"R$                                 285,00"
2442,"SÃO FRANCISCO - DELEGACIA DE
POLÍCIA CIVIL",SEVIC,,48166,521841,2RB39662,CÂMERA FILMADORA/MICROFILMADORA/ ACESSÓRIOS,1.2.3.1.1.04.05,"CÂMERA DIGITAL 16.1 MP, 5X DE ZOOM ÓPTICO, FILMA EM HD,
FOTO PANORÂMICA, CARTÃO 4 GB - MARCA FUJI - MODELO
FINEPIX JX580
Dt. aquisição: 06/09/2013
Convênio: CONVENIO N.o773036/2012 - SENASP/MJ",BOM,"R$                                 152,00"
2443,DENARC - PORTO VELHO,1a DRE,NÚCLEO DE INTELIGENCIA,46120,708161,1963552,CÂMERA FILMADORA/MICROFILMADORA/ ACESSÓRIOS,1.2.3.1.1.04.05,"FILMADORA DIGITAL PRETA SONY HDR-XR260V16 GB HDD
Dt. aquisição: 27/02/2013
Convênio: CONVÊNIO.N.o 707/2012-SENASP/MJ",BOM,"R$                              1.137,50"
2444,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,SEVIC,,48173,633208,2RB40609,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"CÂMERA DIGITAL FUJI FINEPIX JX580 16.1 MP, 5X DE ZOOM
ÓPTICO, FILMA EM HD, FOTO PANORÂMICA, CARTÃO 4GB.
Dt. aquisição: 06/09/2013.
Convenio: CONVENIO N.o773036/2012 - SENASP/MJ.",EXCELENTE,"R$                                 161,00"
2445,"DELEGACIA DE POLÍCIA - PC -
EXTREMA","IDENTIFICAÇÃO CIVIL E
CRIMINAL",,48178,325531,2RB39535,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"CAMERA DIGITAL FUJI JX580 16.1 MP, 5X DE ZOOM OPTICO,
FILMA EM HD,FOTO PANORAMICA, CARTAO 4GB MOD.FINEPIX
JX580
Dt. aquisição: 06/09/2013",BOM,"R$                                 204,00"
2446,JARU - DELEGACIA REGIONAL,IDENTIFICAÇÃO,RECEPÇÃO,60440,433534,52280005579,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"KIT DE CAPTURA DE IMAGEM DIGITAIS CANON SX520HS.
Dt. aquisição: 13/02/2017.
Convênio: SESDEC.",BOM,"R$                              2 .960,00"
2447,JARU - DELEGACIA REGIONAL,IDENTIFICAÇÃO,,60287,433682,AK0400040,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"MODULO DE ACONDICIONAMENTO AKIYAMA, TRANSPORTE
MALA PRETA.
Dt. aquisição: 13/02/2017.
Convênio: CONVÊNIO 003/2010-SENASP/MJ.",BOM,"R$                                481,00"
2448,"SANTA LUZIA - DELEGACIA DE
POLÍCIA CIVIL",IDENTIFICAÇÃO,,669,506272,K19236404,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"CÂMERA FOTOGRÁFICA OLYMPUS DIGITAL 6.0 MEGAPIXEL MOD.
X-750
Dt. aquisição: 08/03/2007
Convenio: FUNRESPOL PC",BOM,"R$                                 312,00"
2449,"PRESIDENTE MÉDICI - DELEGACIA
DE POLÍCIA CIVIL",IDENTIFICAÇÃO,,28481,513771,,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"CÂMERA FOTOGRÁFICA
NÃO HÁ MAIS INFORMAÇÕES NA PLANILHA E NO SISTEMA SGA.",BOM,"R$                                235,00"
2450,DPCA - PORTO VELHO,SEVIC,,29285,640697,0942C90Z600404Z,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"MAQUINA FOTOGRÁFICA SAMSUNG ES70
Dt. aquisição: 20/09/2010
Convênio: CONVÊNIO 467/2008-SENASP/MJ",REGULAR,"R$                                   84,00"
2451,COSTA MARQUES - DELEGACIA DE POLÍCIA CIVIL,SEVIC,,48168,633219,2RB40602,CÂMERA FOTOGRÁFICA/ACESSÓRIOS,1.2.3.1.1.04.05,"CÂMERA DIGITAL FUJI FINEPIX JX580 16.1 MP, 5X DE ZOOM
ÓPTICO, FILMA EM HD, FOTO PANORÂMICA, CARTÃO 4GB.
Dt. aquisição: 06/09/2013.
Convenio: CONVENIO N.o773036/2012 - SENASP/MJ.",EXCELENTE,"R$                                 161,00"
2452,"DELEGACIA DA MULHER - PC -
GUAJARÁ-MIRIM",SEVIC,DEPOSITO,6101,399635,81139,CARABINA,1.2.3.1.1.09.00,"CARABINA ROSSI CALIBRE 38 PUMA
Dt. aquisição: 27/07/1987",BOM,"R$                              2 .511,00"
2453,UNISP - CUJUBIM,POLÍCIA CIVIL - SEVIC,SEVIC,13301,196906,WF06215,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS CT-40 SEMI-AUTOMÁTICA EM CARBONO
PRETO C/ 02 CARREGADORES
Dt. aquisição: 29/08/2006
Convenio: CONVENIO 025/2005-SENASP/MJ",BOM,"R$                              1 .782,00"
2454,"DELEGACIA REGIONAL - PC -
GUAJARÁ-MIRIM",SEVIC,COFRE,25768,401168,DS13671,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS CALIBRE PONTO 40, 30T 2C COR PRETA
MOD. CT40
Dt. aquisição: 01/10/2014",BOM,"R$                              3 .118,50"
2455,POLÍCIA CIVIL,UNISP - VILHENA,SEVIC,25780,338815,DS13683,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS CALIBRE .40 30T 2C NA COR PRETA CT40
Dt. aquisição: 01/10/2014",BOM,"R$                              3 .118,50"
2456,UNISP - NOVA MAMORÉ,"1a DELEGACIA DE POLÍCIA
CIVIL",RESERVA DE ARMAMENTO,25785,728594,DS13688,CARABINA,1.2.3.1.1.09.00,"CARABINA CALIBRE PONTO 40, 30T 2C COR PRETA - TAURUS
Convenio:CONVENIO N.o773036/2012 - SENASP/MJ
Dt. aquisição: 01/10/2014",BOM,"R$                              5 .005,00"
ITEM,DEPARTAMENTO,SETOR,SALA,TOMBAMENTO,"TOMBAMENTO
SINVREA",N° DE SÉRIE,DESCRIÇÃO DO BEM,REF. CONTÁBIL,OBSERVAÇÕES SOBRE O BEM,"ESTADO DE
CONSERVAÇÃO","VALOR REAVALIADO (PELA
AVALIAÇÃO DO SINVREA)"
2457,UNISP - CENTRO - PVH,"POLÍCIA CIVIL: 3o DP -
DEPÓSITO DO SEVIC",SEVIC,38884,338585,CX11249,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS CT-40 .40 30 TIROS 02 CARREGADORES
Dt. aquisição: 09/08/2010",BOM,"R$                              2 .632,50"
2458,UNISP - CENTRO - PVH,"POLÍCIA CIVIL: 3o DP -
DEPÓSITO DO SEVIC",SEVIC,30811,338551,CV09364,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS .40,30 TIROS 02 CARREGADORES MOD.CT-40
Dt. aquisição: 09/08/2010",BOM,"R$                              2 .632,50"
2459,UNISP - CENTRO - PVH,"POLÍCIA CIVIL: 3o DP -
DEPÓSITO DO SEVIC",SEVIC,38881,338581,CX11245,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS .40,30 TIROS 02 CARREGADORES MOD.CT-40
Dt. aquisição: 09/08/2010",BOM,"R$                              2 .632,50"
2460,UNISP - CENTRO - PVH,"POLÍCIA CIVIL: 3o DP -
DEPÓSITO DO SEVIC",SEVIC,38886,338591,CX11252,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS CT-40 .40 30 TIROS 02 CARREGADORES
Dt. aquisição: 09/08/2010",BOM,"R$                              2 .632,50"
2461,UNISP - CENTRO - PVH,"POLÍCIA CIVIL: 3o DP -
DEPÓSITO DO SEVIC",SEVIC,30825,338554,,CARABINA,1.2.3.1.1.09.00,"CARABINA TAURUS .40,30 TIROS 02 CARREGADORES MOD.CT-40
Dt. aquisição: 09/08/2010",BOM,"R$                              2 .632,50"
